,,city,0
visibility,std,Sevilla,1.0973623347224717
visibility,std,Valencia,1.6254899941984464
visibility,std,Vigo,1.3284695595020668
visibility,std,Zaragoza,0.6881135356930043
winddirDegree,count,Barcelona,3946.0
winddirDegree,count,Bilbao,3946.0
winddirDegree,count,Lisboa,3946.0
winddirDegree,count,Madrid,3946.0
winddirDegree,count,Malaga,3946.0
winddirDegree,count,Oporto,3946.0
winddirDegree,count,Sevilla,3946.0
winddirDegree,count,Valencia,3946.0
winddirDegree,count,Vigo,3946.0
winddirDegree,count,Zaragoza,3946.0
winddirDegree,mean,Barcelona,194.22757222503802
winddirDegree,mean,Bilbao,194.80157121135326
winddirDegree,mean,Lisboa,229.48327420172328
winddirDegree,mean,Madrid,184.1887987835783
winddirDegree,mean,Malaga,200.7247845919919
winddirDegree,mean,Oporto,167.5435884439939
winddirDegree,mean,Sevilla,174.64850481500252
winddirDegree,mean,Valencia,98.11936137861125
winddirDegree,mean,Vigo,171.25063355296504
winddirDegree,mean,Zaragoza,235.48276735935124
winddirDegree,min,Barcelona,16.0
winddirDegree,min,Bilbao,10.0
winddirDegree,min,Lisboa,5.0
winddirDegree,min,Madrid,12.0
winddirDegree,min,Malaga,52.0
winddirDegree,min,Oporto,21.0
winddirDegree,min,Sevilla,6.0
winddirDegree,min,Valencia,5.0
winddirDegree,min,Vigo,11.0
winddirDegree,min,Zaragoza,43.0
winddirDegree,25%,Barcelona,139.0
winddirDegree,25%,Bilbao,139.0
winddirDegree,25%,Lisboa,168.0
winddirDegree,25%,Madrid,127.25
winddirDegree,25%,Malaga,125.0
winddirDegree,25%,Oporto,110.0
winddirDegree,25%,Sevilla,110.0
winddirDegree,25%,Valencia,51.0
winddirDegree,25%,Vigo,136.25
winddirDegree,25%,Zaragoza,170.0
winddirDegree,50%,Barcelona,206.0
winddirDegree,50%,Bilbao,196.0
winddirDegree,50%,Lisboa,245.0
winddirDegree,50%,Madrid,186.0
winddirDegree,50%,Malaga,205.0
winddirDegree,50%,Oporto,159.0
winddirDegree,50%,Sevilla,185.0
winddirDegree,50%,Valencia,90.0
winddirDegree,50%,Vigo,173.0
winddirDegree,50%,Zaragoza,260.0
winddirDegree,75%,Barcelona,249.0
winddirDegree,75%,Bilbao,260.0
winddirDegree,75%,Lisboa,306.0
winddirDegree,75%,Madrid,243.0
winddirDegree,75%,Malaga,274.0
winddirDegree,75%,Oporto,219.75
winddirDegree,75%,Sevilla,236.0
winddirDegree,75%,Valencia,142.0
winddirDegree,75%,Vigo,218.0
winddirDegree,75%,Zaragoza,305.0
winddirDegree,max,Barcelona,344.0
winddirDegree,max,Bilbao,349.0
winddirDegree,max,Lisboa,357.0
winddirDegree,max,Madrid,352.0
winddirDegree,max,Malaga,342.0
winddirDegree,max,Oporto,345.0
winddirDegree,max,Sevilla,340.0
winddirDegree,max,Valencia,354.0
winddirDegree,max,Vigo,352.0
winddirDegree,max,Zaragoza,337.0
winddirDegree,std,Barcelona,70.64227460059404
winddirDegree,std,Bilbao,76.66776485176742
winddirDegree,std,Lisboa,89.01177973637584
winddirDegree,std,Madrid,74.30633736840201
winddirDegree,std,Malaga,77.12675379590581
winddirDegree,std,Oporto,67.47781873316193
winddirDegree,std,Sevilla,77.8380488219301
winddirDegree,std,Valencia,54.77523790131746
winddirDegree,std,Vigo,70.12643140139154
winddirDegree,std,Zaragoza,76.67862472705848
windspeedKmph,count,Barcelona,3946.0
windspeedKmph,count,Bilbao,3946.0
windspeedKmph,count,Lisboa,3946.0
windspeedKmph,count,Madrid,3946.0
windspeedKmph,count,Malaga,3946.0
windspeedKmph,count,Oporto,3946.0
windspeedKmph,count,Sevilla,3946.0
windspeedKmph,count,Valencia,3946.0
windspeedKmph,count,Vigo,3946.0
windspeedKmph,count,Zaragoza,3946.0
windspeedKmph,mean,Barcelona,10.54434870755195
windspeedKmph,mean,Bilbao,14.090217942219969
windspeedKmph,mean,Lisboa,14.892802838317284
windspeedKmph,mean,Madrid,10.501013684744045
windspeedKmph,mean,Malaga,11.586416624429802
windspeedKmph,mean,Oporto,11.390268626457171
windspeedKmph,mean,Sevilla,9.246325392802838
windspeedKmph,mean,Valencia,6.157121135326913
windspeedKmph,mean,Vigo,12.314242270653827
windspeedKmph,mean,Zaragoza,15.006842372022302
windspeedKmph,min,Barcelona,3.0
windspeedKmph,min,Bilbao,3.0
windspeedKmph,min,Lisboa,2.0
windspeedKmph,min,Madrid,1.0
windspeedKmph,min,Malaga,3.0
windspeedKmph,min,Oporto,3.0
windspeedKmph,min,Sevilla,2.0
windspeedKmph,min,Valencia,2.0
windspeedKmph,min,Vigo,3.0
windspeedKmph,min,Zaragoza,2.0
windspeedKmph,25%,Barcelona,8.0
windspeedKmph,25%,Bilbao,9.0
windspeedKmph,25%,Lisboa,10.0
windspeedKmph,25%,Madrid,7.0
windspeedKmph,25%,Malaga,8.0
windspeedKmph,25%,Oporto,8.0
windspeedKmph,25%,Sevilla,7.0
windspeedKmph,25%,Valencia,5.0
windspeedKmph,25%,Vigo,8.0
windspeedKmph,25%,Zaragoza,9.0
windspeedKmph,50%,Barcelona,9.0
windspeedKmph,50%,Bilbao,12.0
windspeedKmph,50%,Lisboa,14.0
windspeedKmph,50%,Madrid,10.0
windspeedKmph,50%,Malaga,11.0
windspeedKmph,50%,Oporto,11.0
windspeedKmph,50%,Sevilla,9.0
windspeedKmph,50%,Valencia,6.0
windspeedKmph,50%,Vigo,11.0
windspeedKmph,50%,Zaragoza,13.0
windspeedKmph,75%,Barcelona,12.0
windspeedKmph,75%,Bilbao,18.0
windspeedKmph,75%,Lisboa,18.0
windspeedKmph,75%,Madrid,13.0
windspeedKmph,75%,Malaga,15.0
windspeedKmph,75%,Oporto,14.0
windspeedKmph,75%,Sevilla,11.0
windspeedKmph,75%,Valencia,7.0
windspeedKmph,75%,Vigo,16.0
windspeedKmph,75%,Zaragoza,19.0
windspeedKmph,max,Barcelona,39.0
windspeedKmph,max,Bilbao,55.0
windspeedKmph,max,Lisboa,47.0
windspeedKmph,max,Madrid,37.0
windspeedKmph,max,Malaga,37.0
windspeedKmph,max,Oporto,36.0
windspeedKmph,max,Sevilla,33.0
windspeedKmph,max,Valencia,13.0
windspeedKmph,max,Vigo,41.0
windspeedKmph,max,Zaragoza,57.0
windspeedKmph,std,Barcelona,4.235068124817471
windspeedKmph,std,Bilbao,6.909626326565568
windspeedKmph,std,Lisboa,5.879992404067419
windspeedKmph,std,Madrid,4.897077474726691
windspeedKmph,std,Malaga,5.081266868245495
windspeedKmph,std,Oporto,4.127345093363287
windspeedKmph,std,Sevilla,3.664600352843021
windspeedKmph,std,Valencia,1.9674528446942874
windspeedKmph,std,Vigo,5.492207628524815
windspeedKmph,std,Zaragoza,8.480093969275655
